time,PNG,X,Y,left,right,lclick,rclick,return,space,escape,up,down,pageup,pagedown,control
13953,0,961,66,0,0,0,0,0,0,0,0,0,0,0,0
13969,0,961,66,0,0,0,0,0,0,0,0,0,0,0,0
14000,0,961,66,0,0,0,0,0,0,0,0,0,0,0,0
14031,0,961,66,0,0,0,0,0,0,0,0,0,0,0,0
14047,1,962,66,0,0,0,0,0,0,0,0,0,0,0,0
14234,1,1132,77,0,0,0,0,0,0,0,0,0,0,0,0
14437,1,1270,78,0,0,0,0,0,0,0,0,0,0,0,0
14656,1,1274,75,0,0,0,0,0,0,0,0,0,0,0,0
14859,1,1267,72,1,0,0,0,0,0,0,0,0,0,0,0
15062,1,1264,73,0,0,1,0,0,0,0,0,0,0,0,0
15250,1,1191,83,0,0,0,0,0,0,0,0,0,0,0,0
15437,1,1036,89,0,0,0,0,0,0,0,0,0,0,0,0
15640,1,988,89,0,0,0,0,0,0,0,0,0,0,0,0
15828,1,999,83,0,0,0,0,0,0,0,0,0,0,0,0
16015,1,1018,77,0,0,0,0,0,0,0,0,0,0,0,0
16203,1,1018,77,1,0,0,0,0,0,0,0,0,0,0,0
16406,1,1018,77,0,0,1,0,0,0,0,0,0,0,0,0
16625,1,1038,126,0,0,0,0,0,0,0,0,0,0,0,0
16656,1,1056,150,0,0,0,0,0,0,0,0,0,0,0,0
16687,1,1082,179,0,0,0,0,0,0,0,0,0,0,0,0
16703,1,1088,188,0,0,0,0,0,0,0,0,0,0,0,0
16734,1,1091,195,0,0,0,0,0,0,0,0,0,0,0,0
16765,1,1094,199,0,0,0,0,0,0,0,0,0,0,0,0
16781,1,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16812,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16828,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16844,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16875,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16906,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16922,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16953,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
16969,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17000,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17031,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17047,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17078,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17094,1,1095,200,0,1,0,0,0,0,0,0,0,0,0,0
17125,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17156,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17172,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17203,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17219,1,1095,200,0,0,0,1,0,0,0,0,0,0,0,0
17250,0,1095,200,0,0,0,0,0,0,0,0,0,0,0,0
17281,1,1097,194,0,0,0,0,0,0,0,0,0,0,0,0
17484,1,1133,125,0,0,0,0,0,0,0,0,0,0,0,0
17687,1,1234,67,0,0,0,0,0,0,0,0,0,0,0,0
17890,1,1252,62,0,0,0,0,0,0,0,0,0,0,0,0
18078,1,1249,65,0,0,1,0,0,0,0,0,0,0,0,0
18281,1,1215,82,0,0,0,0,0,0,0,0,0,0,0,0
18469,1,1122,85,0,0,0,0,0,0,0,0,0,0,0,0
18672,1,1088,79,0,0,0,0,0,0,0,0,0,0,0,0
18859,1,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19047,1,1075,78,1,0,0,0,0,0,0,0,0,0,0,0
19250,1,1075,78,0,0,1,0,0,0,0,0,0,0,0,0
19437,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19453,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19469,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19500,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19531,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19547,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19578,0,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19594,1,1075,78,0,0,0,0,0,0,0,0,0,0,0,0
19781,1,1057,116,0,0,0,0,0,0,0,0,0,0,0,0
19984,1,1023,209,0,0,0,0,0,0,0,0,0,0,0,0
20187,1,1014,263,0,0,0,0,0,0,0,0,0,0,0,0
20390,1,1014,264,0,0,0,0,0,0,0,0,0,0,0,0
20578,1,1014,264,0,0,0,1,0,0,0,0,0,0,0,0
20781,1,1047,219,0,0,0,0,0,0,0,0,0,0,0,0
20984,1,1181,125,0,0,0,0,0,0,0,0,0,0,0,0
21187,1,1270,82,0,0,0,0,0,0,0,0,0,0,0,0
21390,1,1271,80,1,0,0,0,0,0,0,0,0,0,0,0
21578,1,1249,80,0,0,1,0,0,0,0,0,0,0,0,0
21781,1,1172,91,0,0,0,0,0,0,0,0,0,0,0,0
21969,1,1142,91,0,0,0,0,0,0,0,0,0,0,0,0
22156,1,1136,91,0,0,0,0,0,0,0,0,0,0,0,0
22359,1,1136,91,0,0,1,0,0,0,0,0,0,0,0,0
22547,1,1135,119,0,0,0,0,0,0,0,0,0,0,0,0
22750,1,1131,213,0,0,0,0,0,0,0,0,0,0,0,0
23047,1,1131,214,0,0,0,0,0,0,0,0,0,0,0,0
23265,1,1131,214,0,0,0,1,0,0,0,0,0,0,0,0
23484,1,1204,119,0,0,0,0,0,0,0,0,0,0,0,0
23703,1,1246,86,0,0,0,0,0,0,0,0,0,0,0,0
23906,1,1175,71,0,0,0,0,0,0,0,0,0,0,0,0
24125,1,1164,69,0,0,0,0,0,0,0,0,0,0,0,0
24328,1,1184,68,0,0,0,0,0,0,0,0,0,0,0,0
24547,1,1184,68,0,0,1,0,0,0,0,0,0,0,0,0
24828,1,1119,154,0,0,0,0,0,0,0,0,0,0,0,0
24859,1,1113,164,0,0,0,0,0,0,0,0,0,0,0,0
24890,1,1108,172,0,0,0,0,0,0,0,0,0,0,0,0
24922,1,1102,181,0,0,0,0,0,0,0,0,0,0,0,0
24953,1,1091,196,0,0,0,0,0,0,0,0,0,0,0,0
24984,1,1087,203,0,0,0,0,0,0,0,0,0,0,0,0
25000,1,1087,204,0,0,0,0,0,0,0,0,0,0,0,0
25031,1,1085,205,0,0,0,0,0,0,0,0,0,0,0,0
25062,1,1084,206,0,0,0,0,0,0,0,0,0,0,0,0
25094,1,1083,208,0,0,0,0,0,0,0,0,0,0,0,0
25125,1,1082,209,0,0,0,0,0,0,0,0,0,0,0,0
25156,1,1081,210,0,0,0,0,0,0,0,0,0,0,0,0
25172,1,1080,211,0,0,0,0,0,0,0,0,0,0,0,0
25203,1,1077,214,0,0,0,0,0,0,0,0,0,0,0,0
25234,1,1073,217,0,0,0,0,0,0,0,0,0,0,0,0
25250,1,1067,223,0,0,0,0,0,0,0,0,0,0,0,0
25281,1,1060,228,0,0,0,0,0,0,0,0,0,0,0,0
25312,1,1056,233,0,0,0,0,0,0,0,0,0,0,0,0
25344,1,1052,236,0,0,0,0,0,0,0,0,0,0,0,0
25375,0,1052,236,0,0,0,0,0,0,0,0,0,0,0,0
25406,1,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25422,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25453,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25469,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25500,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25531,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25547,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25578,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25594,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25625,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25656,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25672,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25703,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25719,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25750,1,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25781,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25797,0,1052,237,0,0,0,0,0,0,0,0,0,0,0,0
25828,1,1050,234,0,0,0,0,0,0,0,0,0,0,0,0
25844,1,1050,232,0,0,0,0,0,0,0,0,0,0,0,0
25875,1,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
25906,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
25922,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
25953,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
25969,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26000,1,1050,231,0,1,0,0,0,0,0,0,0,0,0,0
26031,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26047,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26078,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26094,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26125,1,1050,231,0,0,0,1,0,0,0,0,0,0,0,0
26156,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26172,0,1050,231,0,0,0,0,0,0,0,0,0,0,0,0
26203,1,1051,228,0,0,0,0,0,0,0,0,0,0,0,0
26422,1,1130,123,0,0,0,0,0,0,0,0,0,0,0,0
26640,1,1204,73,0,0,0,0,0,0,0,0,0,0,0,0
26859,1,1253,63,0,0,0,0,0,0,0,0,0,0,0,0
27078,1,1253,63,0,0,1,0,0,0,0,0,0,0,0,0
27281,1,1240,71,0,0,0,0,0,0,0,0,0,0,0,0
27484,1,1243,74,0,0,0,0,0,0,0,0,0,0,0,0
27703,1,1247,75,1,0,0,0,0,0,0,0,0,0,0,0
27906,1,1235,85,0,0,1,0,0,0,0,0,0,0,0,0
28156,1,1157,208,0,0,0,0,0,0,0,0,0,0,0,0
28203,1,1155,216,0,0,0,0,0,0,0,0,0,0,0,0
28250,1,1153,219,0,0,0,0,0,0,0,0,0,0,0,0
28297,1,1152,222,0,0,0,0,0,0,0,0,0,0,0,0
28359,1,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28406,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28422,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28453,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28469,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28500,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28531,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28547,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28578,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28594,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28625,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
28656,1,1152,223,0,1,0,0,0,0,0,0,0,0,0,0
28703,0,1152,223,0,0,0,0,0,0,0,0,0,0,0,0
